,text,Emotion
1026,i have trusted mike with some deeply personal information and feelings and have delighted in seeing this trust rewarded in pragmatic advice and practical outcomes,neutral
1027,i feel like ive become more relaxed as a parent,neutral
1028,i feel more hostile towards sarcoidosis than usual,neutral
1029,i can t help feeling jealous,neutral
1030,i hate feeling pressured into having to carry on conversations because if i didnt it would just end up with the two of us breathing at each other until our receivers got all steamy,hate
1031,i feel jealous with them why they can,neutral
1032,i hate being so hungry and weak that i feel stubborn and dont want to do anything productive,hate
1033,i feel the self pressured expectation to keep up to date with our family events so in order to assuage the guilt here we go,neutral
1034,i hate feeling like this im always getting mad for no reason feeling lonely,hate
1035,i subconsciously feel a little bashful at the display of nakedness in front of me while watching the maid wipe windows on the outside of the room actually its just her shadow behind the drawn curtains,neutral
1036,i feel generous this evening and id like to share a pie crust recipe to help those who have struggled with trying to make a pie,neutral
1037,i feel insecure around people who i marvel at people who humble me,neutral
1038,i can drop a great deal of paratroopers on the table at once should i feel the need to do so or conduct other useful air missions,neutral
1039,i have been feeling very stressed these days,neutral
1040,i feel scared and stupid,neutral
1041,i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,hate
1042,i feel tortured with tiredness everyday,neutral
1043,i was feeling doubtful and sad about the relationship i have with this man,sadness
1044,i feel like i am kinda being bitchy to alot of people but whatever,hate
1045,i woke up this morning feeling content despite yesterday being a day involved in mundane paperwork that government bureaucrats revel in,happiness
1046,i feel in they talk the brother in law is extremely popular the one that had no me to think is so stiff,neutral
1047,ive been feeling helpless since superstorm sandy hit one of my favorite places in the world and i suspect a lot of you share that feeling,neutral
1048,i don t understand why musicians sometimes feel inhibited,neutral
1049,i feel resentful about my education rel bookmark why i feel resentful about my education a class entry author href http liveagainsttheflow,neutral
1050,i have been with petronas for years i feel that petronas has performed well and made a huge profit,neutral
1051,i feel today is any indication of the next week its doubtful that there will be much energy left for more than a low key new years eve party,neutral
1052,i feel tortured here,neutral
1053,i will say that a little piece of me feels agitated when i watch discussions on race and there will i style color font family georgia serif font size px line height,neutral
